id,project,project_other,parent,owner,ownership,province,country,region,status,steel_capacity,iron_capacity,process,equipment,url,lat,lng
SMY00014,Ann Joo Steel Selangor plant,,Ann Joo Resources Bhd [100%],Ann Joo Steel Bhd,N/A,Selangor,Malaysia,Asia Pacific,operating,820,N/A,electric,EAF,https://www.gem.wiki/Ann_Joo_Steel_Selangor_plant,3.042585,101.537011
SMY00001,Lion Industries Amsteel Banting steel plant,,Lion Industries Corporation Bhd [100%],Amsteel Mills Sdn Bhd,N/A,Selangor,Malaysia,Asia Pacific,operating,1250,N/A,electric,EAF,https://www.gem.wiki/Lion_Industries_Amsteel_Banting_steel_plant,2.812908,101.4995916
SMY00002,Lion Industries Amsteel Klang steel plant,,Lion Industries Corporation Bhd [100%],Amsteel Mills Sdn Bhd,N/A,Selangor,Malaysia,Asia Pacific,operating,750,N/A,electric,EAF,https://www.gem.wiki/Lion_Industries_Amsteel_II_steel_plant,3.069682,101.456474
SMY00002-1,Lion Industries Amsteel Klang steel plant BF and BOF expansion,,Lion Industries Corporation Bhd [100%],Amsteel Mills Sdn Bhd,N/A,Selangor,Malaysia,Asia Pacific,announced,1600,1600,integrated_BF,"BF, BOF",https://www.gem.wiki/Lion_Industries_Amsteel_II_steel_plant,3.069682,101.456474
SMY00004,Lion Industries Megasteel plant,,Lion Industries Corporation Bhd [100%],Megasteel Sdn Bhd,N/A,Selangor,Malaysia,Asia Pacific,operating,3200,1540,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Lion_Industries_Megasteel_plant,2.8072653,101.6055808
SMY00011,Malaysia Steel Works Klang,,Malaysia Steel Works (KL) Bhd [100%],Malaysia Steel Works (KL) Bhd,N/A,Selangor,Malaysia,Asia Pacific,operating,800,N/A,electric,EAF,https://www.gem.wiki/Malaysia_Steel_Works_Klang,3.077835,101.46448
SMY00016,Malaysia Steel Works Petaling Jaya,,Malaysia Steel Works (KL) Bhd [100%],Malaysia Steel Works (KL) Bhd,N/A,Selangor,Malaysia,Asia Pacific,operating,680,N/A,electric,EAF,,3.085282,101.630503
SMY00012,Eastern Steel Kemaman plant,,Beijing Jianlong Heavy Industry Group Co Ltd [50%]; Hiap Teck Venture Bhd [50%],Eastern Steel Sdn Bhd,N/A,Terengganu,Malaysia,Asia Pacific,operating,700,700,integrated_BF,"BF, BOF, EAF",https://www.gem.wiki/Eastern_Steel_Kemaman_plant,4.285062,103.432551
SMY00012-1,Eastern Steel Kemaman plant expansion 1,,Beijing Jianlong Heavy Industry Group Co Ltd [50%]; Hiap Teck Venture Bhd [50%],Eastern Steel Sdn Bhd,N/A,Terengganu,Malaysia,Asia Pacific,construction,2300,1300,integrated_BF,BF,https://www.gem.wiki/Eastern_Steel_Kemaman_plant,4.285062,103.432551
SMY00012-2,Eastern Steel Kemaman plant expansion 2,,Beijing Jianlong Heavy Industry Group Co Ltd [50%]; Hiap Teck Venture Bhd [50%],Eastern Steel Sdn Bhd,N/A,Terengganu,Malaysia,Asia Pacific,construction,2000,>0,integrated_BF,BF,https://www.gem.wiki/Eastern_Steel_Kemaman_plant,4.285062,103.432551
SMY00005,Maju Perwaja Steel plant,,Maju Holdings Sdn Bhd [100%],Perwaja Steel Sdn Bhd,N/A,Terengganu,Malaysia,Asia Pacific,operating,1500,1200,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Maju_Perwaja_Steel_plant,4.264364,103.461728
SMX00001,Altos Hornos De Mexico S.A. (AHMSA) steel plant,Siderúrgica Altos Hornos De Mexico S.A. (AHMSA) (Spanish),Altos Hornos de Mexico SAB de CV [100%],Altos Hornos de Mexico SAB de CV,N/A,Coahuila,Mexico,North America,operating,5500,4380,integrated_BF,"BF, BOF, EAF",https://www.gem.wiki/Altos_Hornos_de_M%C3%A9xico_(AHMSA)_steel_plant,26.876889,-101.416612
SMX00007,Deacero Saltillo-Ramos Arizpe steel plant,Acería Deacero Saltillo-Ramos Arizpe (Spanish),DEACERO SA de CV [100%],DEACERO SA de CV,N/A,Coahuila,Mexico,North America,operating,700,N/A,electric,EAF,https://www.gem.wiki/Deacero_Saltillo_steel_plant,25.511162,-100.961848
SMX00007-1,Deacero Saltillo-Ramos Arizpe steel plant,Acería Deacero Saltillo-Ramos Arizpe (Spanish),DEACERO SA de CV [100%],DEACERO SA de CV,N/A,Coahuila,Mexico,North America,operating,1500,N/A,electric,EAF,https://www.gem.wiki/Deacero_Saltillo_steel_plant,25.511162,-100.961848
SMX00003,Deacero Celaya steel plant,Acería Deacero Celaya (Spanish),DEACERO SA de CV [100%],DEACERO SA de CV,N/A,Guanajuato,Mexico,North America,operating,2300,N/A,electric,EAF,https://www.gem.wiki/Deacero_Celaya_steel_plant,20.518556,-100.925556
SMX00004,Gerdau Corsa Ciudad Sahagún steel plant,Gerdau Corsa Planta Sahagún (Spanish),Gerdau SA [75%]; Grupo Cordova [25%],Gerdau Corsa SAPI de CV,N/A,Hidalgo,Mexico,North America,operating,1000,N/A,electric,EAF,https://www.gem.wiki/Gerdau_Corsa_Ciudad_Sahag%C3%BAn_steel_plant,19.753326,-98.596483
SMX00002,ArcelorMittal Lázaro Cárdenas steel plant,Siderúrgica Lázaro Cárdenas (Spanish),ArcelorMittal SA [100%],Arcelormittal Lazaro Cardenas SA de CV,N/A,Michoacán,Mexico,North America,operating,5700,4651.905626,integrated_BF_and_DRI,"BF, BOF, DRI, EAF",https://www.gem.wiki/ArcelorMittal_L%C3%A1zaro_C%C3%A1rdenas_steel_plant,17.930688,-102.201498
SMX00011,Ternium Apodaca steel plant,Acería Ternium Apodac,Ternium SA [71%]; Ternium Argentina SA [29%],Ternium Mexico SA de CV,N/A,Nuevo León,Mexico,North America,operating,600,N/A,electric,EAF,https://www.gem.wiki/Ternium_Apodaca_steel_plant,25.742085,-100.236478
SMX00006,Ternium Guerrero San Nicolás de los Garza steel plant,"Planta Ternium Guerrero (Spanish), Planta Ternium Nuevo León (Spanish)",Ternium SA [71%]; Ternium Argentina SA [29%],Ternium Mexico SA de CV,N/A,Nuevo León,Mexico,North America,operating,2400,1730,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Ternium_Guerrero_San_Nicol%C3%A1s_de_los_Garza_steel_plant,25.720327,-100.301175
SMX00015,Ternium Pesquería steel plant,Planta de Pesquería (Spanish),Ternium SA [71%]; Ternium Argentina SA [29%],Ternium Mexico SA de CV,N/A,Nuevo León,Mexico,North America,announced,2600,2100,integrated_DRI,"DRI, EAF",,25.743837,-99.965278
SMX00005,Ternium Puebla steel plant,Planta Largos Ternium Puebla (Spanish),Ternium SA [71%]; Ternium Argentina SA [29%],Ternium Mexico SA de CV,N/A,Puebla,Mexico,North America,operating,1330,930,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Ternium_Puebla_steel_plant,19.169532,-98.318659
SMX00014,Acero Simec San Luis steel plants,Acería Simec San Luis,Grupo Simec SAB de CV [100%],Aceros Especiales Simec Tlaxcala SA de CV,N/A,San Luis Potosí,Mexico,North America,operating,660,N/A,electric,EAF,https://www.gem.wiki/Acero_Simec_San_Luis_steel_plants,22.103324,-100.919202
SMX00013,Grupo Acerero steel plant,Acería Grupo Acerero,Grupo Acerero SA de CV [100%],Grupo Acerero SA de CV,N/A,San Luis Potosí,Mexico,North America,operating,750,N/A,electric,EAF,https://www.gem.wiki/Grupo_Acerero_steel_plant,22.087328,-100.901902
SMX00012,Gerdau Tultitlán (Sidertul) steel plant,Acería Gerdau Tultitlán,Gerdau SA [100%],Sidertul SA de CV,N/A,State of México,Mexico,North America,operating,500,N/A,electric,EAF,https://www.gem.wiki/Gerdau_Tultitl%C3%A1n_(Sidertul)_steel_plant,19.630355,-99.180315
SMX00010,Acero Simec Apizaco steel plant,Acería Simec Apizaco,Grupo Simec SAB de CV [100%],Aceros Especiales Simec Tlaxcala SA de CV,N/A,Tlaxcala,Mexico,North America,operating,650,N/A,electric,EAF,https://www.gem.wiki/Acero_Simec_Apizaco_steel_plant,19.395628,-98.088777
SMX00008,TenarisTamsa Veracruz steel plant,Centro Industrial TenarisTamsa (Spanish),Tenaris SA [100%],Tubos de Acero de Mexico SA,N/A,Veracruz,Mexico,North America,operating,1200,N/A,electric,EAF,https://www.gem.wiki/TenarisTamsa_Veracruz_steel_plant,19.182499,-96.237284
SMX00009,TYASA steel plant,Siderúrgica TYASA (Spanish),Talleres Y Aceros SA de CV [100%],Talleres Y Aceros SA de CV,N/A,Veracruz,Mexico,North America,operating,1650,N/A,electric,EAF,https://www.gem.wiki/TYASA_steel_plant,18.869272,-97.047263
SMD00001,JSC Moldova Steel Works,"ОАО МОЛДАВСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД (Russian), ММЗ (Russian)",JSC Moldova Steel Works [100%],JSC Moldova Steel Works,full,Transnistria,Moldova,Europe,operating,1000,N/A,electric,EAF,https://www.gem.wiki/JSC_Moldova_Steel_Works,47.783771,29.02835
SMA00002,ArcelorMittal Sonasid Casablanca steel plant,,ArcelorMittal SA [100%],ArcelorMittal SA,N/A,Casablanca-Settat,Morocco,Africa,operating,800,N/A,electric,EAF,https://www.gem.wiki/ArcelorMittal_Sonasid_steel_plant,33.136529,-8.603555
SMA00001,Mahgreb Steel Casablanca plant,المغربية للصلب (Arabic),Maghreb Steel [100%],Maghreb Steel,N/A,Casablanca-Settat,Morocco,Africa,operating,1000,N/A,electric,EAF,https://www.gem.wiki/Mahgreb_Steel_plant,33.592793,-7.475613
SMA00003,Riva Industries Jorf Lasfar steel plant,,Riva Industries [100%],Riva Industries,N/A,Casablanca-Settat,Morocco,Africa,construction,800,N/A,electric,EAF,,33.165438,-8.5883
SMZ00001,Tete Steel Maputo plant,,Baobab Steel Ltd [100%],Baobab Steel Ltd,N/A,Maputo,Mozambique,Africa,construction,500,1100,integrated_DRI,"DRI, EAF",,-25.968857,32.574622
SMM00001,Kunming Iron and Steel Myanmar plant,,"China Baowu Iron and Steel Group Co., Ltd. [90%]; State-owned Assets Supervision and Administration Commission of Yunnan Provincial People's Government [10%]",Kunming Iron & Steel Holding Co Ltd,partial,unknown,Myanmar,Asia Pacific,announced,4000,4000,integrated_BF,"BF, BOF",https://www.gem.wiki/Kunming_Iron_and_Steel_Myanmar_plant,21.423783,96.454378
SNA00001,Groot Suisse Oshana steel plant,,Groot Group [100%],Groot Suisse Ltd.,N/A,Oshana,Namibia,Africa,construction,3000,N/A,electric,EAF,https://www.gem.wiki/Groot_Suisse_steel_plant,-17.77738,15.763281
SNA00002,Hyron Steel Namibia plant,,Lodestone Namibia [100%],Hyron Africa,N/A,unknown,Namibia,Africa,announced,1500,2500,integrated_DRI,"DRI, EAF",,-22.084183,17.4099154
SNL00002,Van Merksteijn International steel plant,,Van Merksteijn BV [100%],Van Merksteijn International BV,N/A,Groningen,Netherlands,Europe,announced,580,N/A,electric,EAF,https://www.gem.wiki/Van_Merksteijn_International_steel_plant,53.440581,6.844773
SNL00002-1,Van Merksteijn International steel plant expansion,,Van Merksteijn BV [100%],Van Merksteijn International BV,N/A,Groningen,Netherlands,Europe,announced,580,N/A,electric,EAF,https://www.gem.wiki/Van_Merksteijn_International_steel_plant,53.440581,6.844773
SNL00001,Tata Steel IJmuiden steel plant,,Tata Steel Ltd [100%],Tata Steel Ijmuiden BV,N/A,North Holland,Netherlands,Europe,operating,7500,6310,integrated_BF,"BF, BOF",https://www.gem.wiki/Tata_Steel_IJmuiden_steel_plant,52.484118,4.615584
SNL00001-3,Tata Steel IJmuiden steel plant transition (BF-BOF closure),,Tata Steel Ltd [100%],Tata Steel Ijmuiden BV,N/A,North Holland,Netherlands,Europe,retired,3750,6310,integrated_BF,"BF, BOF",https://www.gem.wiki/Tata_Steel_IJmuiden_steel_plant,52.484118,4.615584
SNL00001-2,Tata Steel IJmuiden steel plant transition (DRI/EAF addition),,Tata Steel Ltd [100%],Tata Steel Ijmuiden BV,N/A,North Holland,Netherlands,Europe,announced,7500,3155,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Tata_Steel_IJmuiden_steel_plant,52.484118,4.615584
SNL00001-1,Tata Steel IJmuiden steel plant transition (HIsarna addition),,Tata Steel Ltd [100%],Tata Steel Ijmuiden BV,N/A,North Holland,Netherlands,Europe,announced,N/A,3155,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Tata_Steel_IJmuiden_steel_plant,52.484118,4.615584
SNZ00001,BlueScope New Zealand Steel Glenbrook,,BlueScope Steel Ltd [100%],New Zealand Steel Ltd,N/A,South Auckland,New Zealand,Asia Pacific,operating,650,650,integrated_DRI,"BOF, DRI",https://www.gem.wiki/BlueScope_New_Zealand_Steel_Glenbrook,-37.206878,174.728098
SNG00001,Delta Steel Company Warri plant,,Premium Steel and Mines Limited (PSML) [100%],Delta Steel Co Ltd,N/A,Delta State,Nigeria,Africa,operating,1300,1020,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Premium_Steel_and_Mines_Limited_plant,5.480763,5.769839
SNG00003,African Natural Resources & Mines Kaduna steel plant,,African Industries Group [100%],African Natural Resources & Mines,full,Kaduna State,Nigeria,Africa,construction,1000,1000,integrated_DRI,"DRI, EAF",,9.490992,7.695431
SNG00002,Ajaokuta Steel plant,,Nigerian Iron Ore Mining [100%],Ajaokuta Steel Company Ltd,full,Kogi State,Nigeria,Africa,construction,1300,1355,integrated_BF,"BF, BOF",,7.511336,6.689364
SKP00001,Ch'ŏngjin Ironworks steel plant,"청진제강소 (Korean), 淸津製鋼所 (Chinese)","Korea, Democratic People's Republic of (Government) [100%]","Korea, Democratic People's Republic of (Government)",full,North Hamgyeong,North Korea,Asia Pacific,operating,2000,>0,integrated_DRI,"BOF, DRI, EAF",https://www.gem.wiki/Ch%27%C5%8Fngjin_Ironworks_steel_plant,41.777936,129.792399
SKP00006,Kim Chaek Iron and Steel Complex steel plant,"김책제철연합기업소 (Korean), 김책제철소 (Korean), 金策製鐵聯合企業所 (Chinese)","Korea, Democratic People's Republic of (Government) [100%]","Korea, Democratic People's Republic of (Government)",full,North Hamgyeong,North Korea,Asia Pacific,operating,6000,>0,integrated_BF,"BF, BOF, EAF, OHF",https://www.gem.wiki/Kim_Chaek_Iron_and_Steel_Complex_steel_plant,41.753784,129.752681
SKP00002,Hwanghae Iron and Steel Complex steel plant,"황해제철련합기업소 (Korean), 黃海製鐵聯合企業所 (Chinese)","Korea, Democratic People's Republic of (Government) [100%]","Korea, Democratic People's Republic of (Government)",full,North Hwanghae,North Korea,Asia Pacific,operating,960,>0,integrated_BF,"BF, EAF, OHF",https://www.gem.wiki/Hwanghae_Iron_and_Steel_Complex_steel_plant,38.742224,125.616814
SKP00005,Ch'ollima Steel Complex steel plant,"천리마제강연합기업소 (Korean), 千里馬製鋼聯合企業所 (Chinese)","Korea, Democratic People's Republic of (Government) [100%]","Korea, Democratic People's Republic of (Government)",full,South Pyongan,North Korea,Asia Pacific,operating,760,unknown,unknown,unknown,https://www.gem.wiki/Ch%27ollima_Steel_Complex_steel_plant,38.729864,125.414672
SKP00003,Kangson Works steel plant,,"Korea, Democratic People's Republic of (Government) [100%]","Korea, Democratic People's Republic of (Government)",full,South Pyongan,North Korea,Asia Pacific,operating,1000,unknown,electric_oxygen,"BOF, EAF",https://www.gem.wiki/Kangson_Works_steel_plant,38.729864,125.414672
SMK00001,Makstil Skopje Steel plant,,Duferco International Trading Holding SA [100%],Makstil AD Skopje,N/A,Skopje,North Macedonia,Europe,operating,550,N/A,electric,EAF,,42.016228,21.46605
SNO00001,Celsa Nordic steel plant,,Compania Espanola de Laminacion SL [100%],Celsa Nordic AS,N/A,Mo i Rana,Norway,Europe,operating,700,N/A,electric,EAF,https://www.gem.wiki/Celsa_Nordic_steel_plant,66.311519,14.167557
SOM00001,Jindal Shadeed Iron & Steel Sohar plant,جندال شديد للحديد و الصلب (Arabic),Jindal Steel And Power Ltd [100%],Jindal Shadeed Iron and Steel LLC,N/A,Al Batinah North,Oman,Middle East,operating,2400,1800,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Jindal_Shadeed_Iron_%26_Steel_Sohar_plant,24.502551,56.600739
SOM00001-1,Jindal Shadeed Iron & Steel Sohar plant EAF and DRI expansion,جندال شديد للحديد و الصلب (Arabic),Jindal Steel And Power Ltd [100%],Jindal Shadeed Iron and Steel LLC,N/A,Al Batinah North,Oman,Middle East,construction,100,200,integrated_DRI,"DRI, EAF",,24.502551,56.600739
SOM00002,Moon Iron & Steel Company Sohar plant,حديد القمر (Arabic),Moon Iron and steel Co SAOC [100%],Moon Iron and steel Co SAOC,full,Al Batinah North,Oman,Middle East,operating,1200,N/A,electric,EAF,https://www.gem.wiki/Moon_Iron_%26_Steel_Company_plant,24.409437,56.520134
SOM00004,Sohar Steel plant,,Sharq Sohar Steel Group [100%],Sohar Steel LLC,N/A,Al Batinah North,Oman,Middle East,operating,650,N/A,electric,EAF,https://www.gem.wiki/Sohar_Steel_plant,24.499869,56.599111
SOM00006,Vale Sohar DRI plant,,Vale SA [100%],Vale SA,N/A,Al Batinah North,Oman,Middle East,announced,N/A,2500,ironmaking_DRI,DRI,,24.499869,56.599111
SOM00003,Sun Metals Sur steel plant,,Sun Metal Group [100%],Sun Metal Casting LLC,N/A,Ash Sharqiyah South,Oman,Middle East,retired,2500,N/A,electric,EAF,https://www.gem.wiki/Sun_Metals_Sur_steel_plant,22.632992,59.416971
SOM00005,Jindal Shadeed Iron & Steel Duqm plant,,Jindal Steel And Power Ltd [100%],Jindal Shadeed Iron and Steel LLC,N/A,unknown,Oman,Middle East,announced,2500,2250,integrated_DRI,"DRI, EAF",,19.640299,57.677866
SOM00005-1,Jindal Shadeed Iron & Steel Duqm plant EAF and DRI expansion,,Jindal Steel And Power Ltd [100%],Jindal Shadeed Iron and Steel LLC,N/A,unknown,Oman,Middle East,announced,2500,2250,integrated_DRI,"DRI, EAF",,19.640299,57.677866
SPK00005,Century Steel Khyber plant,,Jincheng industry development Pte ltd [100%],Century Steel Pvt Ltd,N/A,Khyber Pakhtunkhwa,Pakistan,Asia Pacific,construction,500,>0,unknown,unknown,,34.124213,72.019181
SPK00004,Ittehad Steel Faisalabad plant,,Ittehad Steels Pvt Ltd [100%],Ittehad Steels Pvt Ltd,N/A,Punjab,Pakistan,Asia Pacific,operating,400,N/A,electric,EAF,https://www.gem.wiki/Ittehad_Steel_Faisalabad_plant,31.643426,73.198542
SPK00004-1,Ittehad Steel Faisalabad plant EAF expansion,,Ittehad Steels Pvt Ltd [100%],Ittehad Steels Pvt Ltd,N/A,Punjab,Pakistan,Asia Pacific,construction,600,N/A,electric,EAF,https://www.gem.wiki/Ittehad_Steel_Faisalabad_plant,31.643426,73.198542
SPK00003,Agha Steel Industries Karachi plant,آغا اسٹیل انڈسٹریز لمیٹڈ (arabic),Agha Steel Industries Ltd [100%],Agha Steel Industries Ltd,N/A,Sindh,Pakistan,Asia Pacific,operating,700,N/A,electric,EAF,https://www.gem.wiki/Agha_Steel_Industries_Karachi_plant,24.841851,67.310159
SPK00001,Al Tuwairqi Steel Karachi plant,حديد الطويرقي (Arabic),Al Tuwairqi Holding Co [100%],Tuwairqi Steel Mills Ltd,N/A,Sindh,Pakistan,Asia Pacific,mothballed,1280,1280,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Al_Tuwairqi_Steel_Karachi_plant,24.789621,67.353238
SPK00002,Pakistan Steel Mills Karachi,پاکستان سٹیل ملز (Urdu),Pakistan Steel Mills Corp Pvt Ltd [100%],Pakistan Steel Mills Corp Pvt Ltd,full,Sindh,Pakistan,Asia Pacific,operating,3000,1200,integrated_BF,"BF, BOF",https://www.gem.wiki/Pakistan_Steel_Mills_Karachi,24.809977,67.35244
SPE00002,Gerdau Siderperu Chimbote steel plant,Planta siderúrgica Gerdau Siderperu Chimbote (Spanish),Empresa Siderurgica del Peru SAA [100%],Empresa Siderurgica del Peru SAA,N/A,Ancash,Peru,Central & South America,operating,750,500,integrated_BF_and_DRI,"BF, DRI, EAF",https://www.gem.wiki/Gerdau_Siderperu_Chimbote_steel_plant,-9.059693,-78.601178
SPE00001,Aceros Arequipa Pisco steel plant,Planta siderúrgica de Pisco (Spanish),Corporacion Aceros Arequipa SA [100%],Corporacion Aceros Arequipa SA,N/A,Ica,Peru,Central & South America,mothballed,850,80,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Aceros_Arequipa_Pisco_steel_plant,-13.788622,-76.168172
SPE00001-1,Aceros Arequipa Pisco steel plant EAF expansion,Planta siderúrgica de Pisco (Spanish),Corporacion Aceros Arequipa SA [100%],Corporacion Aceros Arequipa SA,N/A,Ica,Peru,Central & South America,operating,1250,N/A,electric,EAF,https://www.gem.wiki/Aceros_Arequipa_Pisco_steel_plant,-13.788622,-76.168173
SPH00002,SteelAsia Batangas plant,,SteelAsia Manufacturing Corp [100%],SteelAsia Manufacturing Corp,N/A,Batangas,Philippines,Asia Pacific,construction,600,N/A,electric,EAF,https://www.gem.wiki/SteelAsia_Batangas_plant,13.972773,120.888788
SPH00004,SteelAsia Compostela plant,,SteelAsia Manufacturing Corp [100%],SteelAsia Manufacturing Corp,N/A,Cebu,Philippines,Asia Pacific,construction,800,N/A,electric,EAF,https://www.gem.wiki/SteelAsia_Compostela_plant,10.45078,124.006424
SPH00001,SteelAsia Concepcion plant,,SteelAsia Manufacturing Corp [100%],SteelAsia Manufacturing Corp,N/A,Luzon,Philippines,Asia Pacific,construction,1200,N/A,electric,EAF,https://www.gem.wiki/SteelAsia_Concepcion_plant,15.325307,120.655361
SPH00009,Mount Zynai Integratred Steel Mill and Smelting Plant,,Mount Zynai 0304 Mining Corp [60%]; Shenzhou Mining [40%],Mount Zynai 0304 Mining Corp,N/A,Mindanao,Philippines,Asia Pacific,construction,1500,1500,integrated_unknown,unknown,,7.716994,122.998671
SPH00005,Panhua Group Mindanao steel plant,,Panhua Group Co Ltd [100%],Panhua Group Co Ltd,N/A,Mindanao,Philippines,Asia Pacific,construction,10000,unknown,integrated_unknown,unknown,https://www.gem.wiki/Panhua_Group_Mindanao_steel_plant,8.526666,124.755711
SPH00007,HBIS and SteelAsia Misamis plant I,,SteelAsia Manufacturing Corp [100%],SteelAsia Manufacturing Corp,partial,Misamis Oriental,Philippines,Asia Pacific,announced,4500,unknown,electric,EAF,,8.575261,124.650339
SPH00008,HBIS and SteelAsia Misamis plant II,,SteelAsia Manufacturing Corp [100%],SteelAsia Manufacturing Corp,partial,Misamis Oriental,Philippines,Asia Pacific,announced,3500,unknown,electric,EAF,,8.575261,124.650339
SPH00006,Panhua Group Sarangani steel plant,,Panhua Group Co Ltd [100%],Panhua Group Co Ltd,N/A,Sarangani,Philippines,Asia Pacific,construction,2000,1790,integrated_unknown,unknown,,5.862479,125.075827
SPH00003,SteelAsia Calaca plant,,SteelAsia Manufacturing Corp [100%],SteelAsia Manufacturing Corp,N/A,Southern Luzon,Philippines,Asia Pacific,operating,500,N/A,electric,EAF,https://www.gem.wiki/SteelAsia_Calaca_plant,13.922346,120.823796
SPH00010,BaoSteel and SteelAsia Philippines plant,,SteelAsia Manufacturing Corp [100%],SteelAsia Manufacturing Corp,partial,unknown,Philippines,Asia Pacific,announced,3000,unknown,electric,EAF,,12.585909,123.207423
SPL00002,ArcelorMittal Kraków steel plant,Oddział w Krakowie (Polish),ArcelorMittal SA [100%],Arcelormittal Poland SA,N/A,Lesser Poland,Poland,Europe,retired,2600,1310,integrated_BF,"BF, BOF",https://www.gem.wiki/ArcelorMittal_Krak%C3%B3w_steel_plant,50.083849,20.096306
SPL00006,ArcelorMittal Warszawa steel plant,,ArcelorMittal SA [100%],Arcelormittal Warszawa Sp z o o,N/A,Mazowieckie,Poland,Europe,operating,750,N/A,electric,EAF,https://www.gem.wiki/ArcelorMittal_Warszawa,52.291337,20.917302
SPL00001,ArcelorMittal Dąbrowa Górnicza steel plant,Oddział w Dąbrowie Górniczej (Polish),ArcelorMittal SA [100%],Arcelormittal Poland SA,N/A,Silesia,Poland,Europe,operating,5000,4500,integrated_BF,"BF, BOF",https://www.gem.wiki/ArcelorMittal_D%C4%85browa_G%C3%B3rnicza_steel_plant,50.342417,19.285037
SPL00003,CMC Zawiercie steel plant,,Commercial Metals Co [100%],CMC Poland Sp z o o,N/A,Silesia,Poland,Europe,operating,1700,N/A,electric,EAF,https://www.gem.wiki/CMC_Zawiercie_steel_plant,50.487463,19.456759
SPL00005,Liberty Czestochowa steel plant,,Gfg Alliance Ltd [100%],Liberty Steel,N/A,Silesia,Poland,Europe,operating,840,N/A,electric,EAF,https://www.gem.wiki/ISD_Huta_Czestochowa_steel_plant,50.782614,19.165566
SPL00007,Weglokoks Ruda Slaska steel plant,,Weglokoks SA [73.9%]; Huta Pokoj SA [16.6%]; Other [9.6%],Weglokoks Stal sp z o o,N/A,Silesia,Poland,Europe,announced,1000,N/A,electric,EAF,,50.289858,18.874414
SPL00008,Ferrostal Labedy Gliwice steel plant,,Cognor Holding SA [100%],Ferrostal Labedy Sp z o o,N/A,Śląskie,Poland,Europe,operating,500,N/A,electric,EAF,,50.357438,18.610739
SPL00004,Celsa Huta Ostrowiec steel plant,,Compania Espanola de Laminacion SL [100%],Celsa Huta Ostrowiec Sp z o o,N/A,Świętokrzyskie,Poland,Europe,operating,900,N/A,electric,EAF,https://www.gem.wiki/Celsa_Huta_Ostrowiec_steel_plant,50.947305,21.448763
SPT00002,SN MAIA Siderurgia Nacional steel plant,,Metalurgica Galaica SA [100%],SN MAIA Siderurgia Nacional SA,N/A,Porto,Portugal,Europe,operating,600,N/A,electric,EAF,https://www.gem.wiki/SN_MAIA_Siderurgia_Nacional_SA,41.255085,-8.555285
SPT00001,SN SEIXAL Siderurgia Nacional steel plant,,Metalurgica Galaica SA [100%],SN SEIXAL Siderurgia Nacional SA,N/A,Setúbal,Portugal,Europe,operating,1100,N/A,electric,EAF,https://www.gem.wiki/SN_SEIXAL_Siderurgia_Nacional_steel_plant,38.616023,-9.068527
SQA00001,Industries Qatar Steel Mesaieed plant,قطر ستيل (Arabic),Industries Qatar QPSC [100%],Qatar Steel Company QPSC,full,Mesaieed,Qatar,Middle East,operating,2575,2493,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Industries_Qatar_Steel_plant,24.952688,51.584777
SRO00004,Otelu Rosu Steel Plant,,Sunningwell Steel Polska SA [100%],Laminorul Danube Metallurgical Enterprise,N/A,Caras-Severin,Romania,Europe,operating,850,N/A,electric,EAF,https://www.gem.wiki/Otelu_Rosu_Steel_Plant,45.512949,22.339896
SRO00003,Resita Iron & Steel Works,,Noble Ventures L L C [94.5%]; Other [5.5%],Resita Iron And Steel,N/A,Caras-Severin,Romania,Europe,operating,500,N/A,electric,EAF,https://www.gem.wiki/Resita_Iron_%26_Steel_Works,45.293492,21.90241
SRO00001,GFG Liberty Galati steel plant,,Gfg Alliance Ltd [100%],Liberty Galati SA,N/A,Galați County,Romania,Europe,operating,3200,3000,integrated_BF,"BF, BOF",https://www.gem.wiki/GFG_Liberty_Galati_steel_plant,45.434119,27.976244
SRO00001-3,GFG Liberty Galati steel plant transition (BF-BOF closure),,Gfg Alliance Ltd [100%],Liberty Galati SA,N/A,Galați County,Romania,Europe,retired,3200,3000,integrated_BF,"BF, BOF",https://www.gem.wiki/GFG_Liberty_Galati_steel_plant,45.434119,27.976244
SRO00001-1,GFG Liberty Galati steel plant transition (DRI and EAF addition),,Gfg Alliance Ltd [100%],Liberty Galati SA,N/A,Galați County,Romania,Europe,announced,1100,2500,integrated_DRI,"DRI, EAF",https://www.gem.wiki/GFG_Liberty_Galati_steel_plant,45.434119,27.976244
